project_id,name_of_project,location,contractor,office_name,funds_source,project_cost,date_started,completion_orig,completion_actual,status_percent
NC0314F00055,Rehabilitation/improvement of Tullahan River  Brgy. Nagkaisang Nayon  Quezon City CONSTRUCTION,"Quezon City 5th Legislative District,Quezon City 1st District Engineering Office,NCR",HONEYVILLE CONSTRUCTION,"Quezon City 1st District Engineering Office,NCR",FMMR,"42,943",11/14/2014,7/11/2015,7/11/2015,100
NC0214F00155,Improvement of Drainage line along Spring Beauty St.  going to Makati-Pateros River District II  Makati City REHABILITATION,"Makati City II,Metro Manila 2nd District Engineering Office,NCR",PUREGOLD CONSTRUCTION & DEVT. CORP.,"Metro Manila 2nd District Engineering Office,NCR",FMSD,"4,047",11/12/2014,4/8/2015,4/8/2015,100
NC0214H00137,Local Infrastructure Program - Construction of Road - Brgy. Daniel Fajardo  Las Pinas GRAVEL TO PAVED,"DistrictWide,Las Piñas-Muntinlupa District Engineering Office,NCR",PASCAL CONSTRUCTION,"Las Piñas-Muntinlupa District Engineering Office,NCR",RLIP,"1,924",11/12/2014,1/25/2015,1/25/2015,100
NC0214H00196,Repair/rehabilitation/improvement/construction of pedestrian overpass  Daang Maharlika (S03285LZ)  Alabang Viaduct  Phase 1  Muntinlupa City  K0026 + (-685) CONSTRUCTION OF NEW BRIDGE,"Muntinlupa City,Las Piñas-Muntinlupa District Engineering Office,NCR",LMG CONSTRUCTION,"Las Piñas-Muntinlupa District Engineering Office,NCR",MVUC,"15,587",11/12/2014,3/11/2015,3/11/2015,100
NC0214H00128,Construction/Repair/Rehabilitation/Improvement of Various Infrastructure including Local Projects  Construction/Upgrading of Road in Pardinas Street  Brgy. South Signal  Taguig 2nd LD PAVED (ASPHALT) TO PAVED (CONCRETE),"Taguig City.,Metro Manila 1st District Engineering Office,NCR",IM CONSTRUCTION CORPORATION,"Metro Manila 1st District Engineering Office,NCR",VILP,"2,727",11/10/2014,2/8/2015,2/6/2015,100
NC0114F00005,Const/Repair/Rehab/Impvt of VILPs - Construction/Rehabilitation of Road Projects in Pasay City Lone District - Drainage Improvement at St. Catherine  St. Theresa Extension and St. Francis  Brgy. 179 Maricaban  Pasay City OTHERS,"Pasay City,South Manila District Engineering Office,NCR",VIVID CONSTRUCTION INC.(FORMERLY VIVID CONSTRUCTIO,"South Manila District Engineering Office,NCR",VILP,"6,505",11/7/2014,3/6/2015,1/31/2015,100
NC0214F00150,Improvement/Upgrading of Tributary Almanza Creek & Construction of Box Culvert in Manila Doctors Village connecting Villanueva Creek  Almanza Dos  Las Piñas City CONSTRUCTION,"Las Piñas City,Las Piñas-Muntinlupa District Engineering Office,NCR",LMG CONSTRUCTION,"Las Piñas-Muntinlupa District Engineering Office,NCR",FMSD,"22,918",11/7/2014,7/2/2015,7/2/2015,100
NC0114F00071,Proposed Repair/Rehabilitation of Drainage System along 8th and 25th Sts.  Villamor  Pasay City REHABILITATION,"Pasay City,South Manila District Engineering Office,NCR","ARMANDO U. KHONG HUN GEN. CONTR., INC.","South Manila District Engineering Office,NCR",FMSD,"14,320",11/7/2014,3/6/2015,3/6/2015,100
NC0314H00064,MNDR Bridge Approach ASPHALT OVERLAY (80 MM THICK),"Quezon City 2nd District,Quezon City 1st District Engineering Office,NCR",I.D.R. CONSTRUCTION,"Quezon City 1st District Engineering Office,NCR",APSR,"8,477",11/7/2014,4/5/2015,3/5/2015,100
NC0314H00081,Repair/Rehabilitation/Improvement of Congressional Ave. Ext.  Q.C  Visayas Ave.  Luzon Ave. both sides with exceptions - Visayas Ave. to Luzon Ave. (CO to C2723 with exceptions; Luzon Ave to Visayas Ave. (C0 to C2718  with exceptions) PAVED (CONCRETE) TO ,"Quezon City 2nd District,Quezon City 1st District Engineering Office,NCR","THREE W BUILDERS, INC.","Quezon City 1st District Engineering Office,NCR",MVUC,"10,695",11/7/2014,3/12/2015,3/12/2015,100
NC0214F00162,Improvement of Earthdike along Tagalag-Coloong River  Valenzuela City REHABILITATION,"Valenzuela City I,Metro Manila 3rd District Engineering Office,NCR",MRRM TRADING & CONSTRUCTION,"Metro Manila 3rd District Engineering Office,NCR",FMSD,"30,000",11/6/2014,6/3/2015,6/3/2015,100
NC0214F00157,Bank Improvement/Slope Protection along Makati-Pateros River  District II  Makati City REHABILITATION,"Makati City II,Metro Manila 2nd District Engineering Office,NCR",PRECIOUS CONSTRUCTION,"Metro Manila 2nd District Engineering Office,NCR",FMSD,"17,551",11/6/2014,5/14/2015,5/4/2015,100
NC0214F00151,Improvement/Rehabilitation of Slope Proteection of Naga Creek  Las Piñas City REHABILITATION,"Las Piñas City,Las Piñas-Muntinlupa District Engineering Office,NCR",LMG CONSTRUCTION,"Las Piñas-Muntinlupa District Engineering Office,NCR",FMSD,"5,314",11/6/2014,3/4/2015,3/4/2015,100
NC0114H00103, Quezon Blvd (LZ) - K0003 + (-291.10) - K0003 + (-199.0) (S02243LZ)  K0003 + 347.3 - K0003 + 467.3 (S02228LZ) PAVED (ASPHALT) TO PAVED (ASPHALT),"Manila District 3,North Manila District Engineering Office,NCR",FRAMECON BUILDERS,"North Manila District Engineering Office,NCR",APSR,"6,241",11/5/2014,2/23/2015,2/23/2015,100
NC0314F00052,Commonwealth Avenue  Quezon City K0017+061 - K0020+(-262)  K0016+938 - K0019+731 CONSTRUCTION,"Quezon City 2nd District,Quezon City 1st District Engineering Office,NCR",AKH CONSTRUCTION & TRADING CORP.,"Regional Office,NCR",APSR,"17,988",11/3/2014,8/2/2015,7/31/2015,100
NC0114H00165,Fabrication/installation of Concrete Jersey with Steel Fence WIDENING - PAVED INCLUDING DRAINAGE STRUCTURE,"Manila District 5,South Manila District Engineering Office,NCR",AKH CONSTRUCTION & TRADING CORP.,"South Manila District Engineering Office,NCR",LFMF,"5,946",11/3/2014,1/9/2015,1/9/2015,100
NC0114H00171,Fabrication/installation of Concrete Jersey with Steel Fence WIDENING - PAVED INCLUDING DRAINAGE STRUCTURE,"DistrictWide,South Manila District Engineering Office,NCR",AKH CONSTRUCTION & TRADING CORP.,"South Manila District Engineering Office,NCR",LFMF,929,11/3/2014,1/9/2015,1/9/2015,100
NC0114F00075,Proposed Repair/Rehabilitation of Drainage System along Taft Ave. South Bound (from Menlo St.  to Gil Puyat)  Pasay City REHABILITATION,"Pasay City,South Manila District Engineering Office,NCR",AKH CONSTRUCTION & TRADING CORP.,"South Manila District Engineering Office,NCR",FMSD,"11,626",10/24/2014,4/22/2015,4/22/2015,100
NC0114F00069,Proposed Repair/Rehabilitation of Drainage System along Taft Ave. South Bound (from EDSA to LRT Station  North Bound)  Pasay City REHABILITATION,"Pasay City,South Manila District Engineering Office,NCR",VIVID CONSTRUCTION INC.(FORMERLY VIVID CONSTRUCTIO,"South Manila District Engineering Office,NCR",FMSD,"3,571",10/24/2014,7/12/2015,7/15/2015,100
NC0114F00074,Proposed Repair/Rehabilitation of Drainage System along Roxas Blvd. Service Road  South Bound (from Vicente Sotto to Open Channel)  Pasay City REHABILITATION,"Pasay City,South Manila District Engineering Office,NCR",AKH CONSTRUCTION & TRADING CORP.,"South Manila District Engineering Office,NCR",FMSD,"10,966",10/24/2014,7/2/2015,7/2/2015,100
NC0114H00091,Local Infrastructure Program - Rehabilitation of Roads and Drainage - Zones 67  San Miguel GRAVEL TO PAVED,"DistrictWide,South Manila District Engineering Office,NCR",JMK BUILDERS CONSTRUCTION,"South Manila District Engineering Office,NCR",RLIP,"1,780",10/22/2014,1/19/2015,1/19/2015,100
NC0114H00102,JA Santos Ave - K0004 + 625 - K0005 + 384  K0005 + 055 - K0004 + 372  K0006 + (-516) - K0006 + (-337) ASPHALT OVERLAY (50 MM THICK),"Manila District 2,North Manila District Engineering Office,NCR",C & F CONSTRUCTION & DEVELOPMENT CORPORATION,"North Manila District Engineering Office,NCR",APSR,"38,637",10/21/2014,4/17/2015,4/15/2015,100
NC0314H00082,Repair/Rehabilitation/Improvement of Times St.  Quezon City  K0010+(-020) to K0010+738  with exceptions PAVED (CONCRETE) TO PAVED (CONCRETE),"Quezon City 2nd District,Quezon City 1st District Engineering Office,NCR",ALPIZ CONSTRUCTION & DEVELOPMENT CORPORATION,"Quezon City 1st District Engineering Office,NCR",MVUC,"12,085",10/16/2014,3/14/2015,3/4/2015,100
NC9914H00009,ROW - Construction of Pres. Garcia Avenue (C-5) Extension Road Project from SLEX to Coastal Section WIDENING - PAVED,"DistrictWide,Regional Office,NCR",By Administration,"Regional Office,NCR",WANR,"1,017,155",10/14/2014,12/31/2015,10/31/2015,100
NC0314H00080,Repair/Rehabilitation/Improvement/Construction of Pedestrian Overpass  E. Rodriguez Avenue  fronting Shopwise  Quezon City  K0013+143.6 RETROFITTING/REHABILITATION/STRENGTHENING,"Quezon City 4th district,Quezon City 2nd District Engineering Office,NCR",LMG CONSTRUCTION,"Quezon City 2nd District Engineering Office,NCR",MVUC,"19,200",10/10/2014,4/7/2015,4/30/2015,100
NC0214T00056,Local Infrastructure Program - Rehabilitation of Multi-Purpose Building - Brgy. Bagumbayan  Taguig City CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",FRANZCOR TRADING & CONSTRUCTION,"Metro Manila 1st District Engineering Office,NCR",RLIP,"1,904",10/9/2014,1/6/2015,1/6/2015,100
NC0214H00147,Local Infrastructure Program - Construction of Local Roads - Brgy. Palingon - (P2.0M)  Brgy. Napindan -(P2.0M)  Brgy. Sta. Ana  - (P2.0M)  and Brgy. Ligid -  (P2.5M)  All in Taguig City  1st District GRAVEL TO PAVED,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",FRANZCOR TRADING & CONSTRUCTION,"Metro Manila 1st District Engineering Office,NCR",RLIP,"7,642",10/9/2014,2/5/2015,2/5/2015,100
NC0314F00045,Construction/Rehabilitation of Flood Control in Quezon City 3th LD - EDSA Northbound (White Plains - Main Avenue) CONSTRUCTION,"Quezon City 3rd District,Quezon City 2nd District Engineering Office,NCR",PRECIOUS CONSTRUCTION,"Quezon City 2nd District Engineering Office,NCR",FMSD,"14,622",10/8/2014,2/19/2015,7/10/2015,100
NC0114T00012,Local Infrastructure Program - Construction of Multi-Purpose Building - Brgy. 148 Zone 13 District II  Manila CONSTRUCTION,"DistrictWide,North Manila District Engineering Office,NCR",ALLEYWAY CONSTRUCTION,"North Manila District Engineering Office,NCR",RLIP,"6,718",10/3/2014,3/31/2015,3/31/2015,100
NC0114F00030,Flood Control in Manila City 4th LD - Drainage Improvement along Masbate Street (Phase II) Visayan St. to Luzon Street REHABILITATION,"Manila District 4,North Manila District Engineering Office,NCR",STEVEN CONSTRUCTION & SUPPLY,"North Manila District Engineering Office,NCR",FMSD,"16,878",10/3/2014,2/20/2015,2/18/2015,100
NC0114H00106,J Rizal Ave - K0006 + (-662) - K0006 + 110  K0006 + 282 - K0006 + 673 ASPHALT OVERLAY (80 MM THICK),"Manila District 2,North Manila District Engineering Office,NCR",C & F CONSTRUCTION & DEVELOPMENT CORPORATION,"North Manila District Engineering Office,NCR",APSR,"18,977",10/3/2014,2/6/2015,2/6/2015,100
NC0114H00011,P Florentino - Chainage   0728.30      -      Chainage   0998.80 RAISING OF GRADE WITH DRAINAGE IMPROVEMENT,"Manila District 4,North Manila District Engineering Office,NCR",STEVEN CONSTRUCTION & SUPPLY,"North Manila District Engineering Office,NCR",UPSR,"13,020",10/3/2014,4/3/2015,2/28/2015,100
NC0214S00024,Local Infrastructure Program - Construction of one 4-storey Elementary School Building - 1st West St.  Bgy. West Crame  San Juan City CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",HONY TRADING & CONSTRUCTION,"Metro Manila 1st District Engineering Office,NCR",RLIP,"22,575",10/1/2014,6/27/2015,6/26/2015,100
NC0314H00073,Repair/Rehabilitation/Improvement Fairview Avenue  K0023+100 to K0024+918 with exceptions PAVED (CONCRETE) TO PAVED (CONCRETE),"Quezon City 2nd District,Quezon City 1st District Engineering Office,NCR",REND ENTERPRISES & GENERAL CONTRACTOR,"Quezon City 1st District Engineering Office,NCR",MVUC,"9,405",9/29/2014,2/16/2015,4/1/2015,100
NC0214F00144,Slope Protection/Bank Improvement of San Dionisio River (Phase II)  Parañaque City  Metro Manila REHABILITATION,"Parañaque City I,Metro Manila 2nd District Engineering Office,NCR",MRRM TRADING & CONSTRUCTION,"Metro Manila 2nd District Engineering Office,NCR",FMSD,"17,479",9/26/2014,2/22/2015,2/22/2015,100
NC0114F00078,Estero de San Lazaro (Dredging from Estero dela Reina to Recto DREDGING/DESILTING,"Manila District 3,North Manila District Engineering Office,NCR",FLORDES CONSTRUCTION & TRADING CORP. (FORMERLY FLO,"North Manila District Engineering Office,NCR",DDCD,"6,781",9/25/2014,3/23/2015,3/22/2015,100
NC0114F00076,Dredging of Estero dela Reina Sta. 0+020 (Escolta P/S) to Sta. 1+180 (J. Luna St.) DREDGING/DESILTING,"Manila District 3,North Manila District Engineering Office,NCR",FLORDES CONSTRUCTION & TRADING CORP. (FORMERLY FLO,"North Manila District Engineering Office,NCR",DDCD,"18,783",9/25/2014,4/19/2015,3/31/2015,100
NC0114F00077,Dredging of Estero de Magdalena from Estero dela Reina to Recto DREDGING/DESILTING,"Manila District 3,North Manila District Engineering Office,NCR",ST. GERRARD CONSTRUCTION,"North Manila District Engineering Office,NCR",DDCD,"5,103",9/25/2014,2/17/2015,2/17/2015,100
NC0114F00079,Deepening/dredging of Estero de Binondo from Pasig River (Sta. 0+000) to Estero dela Reina (Sta. 0+951.11)  Sta. Cruz & Binondo  District III  Manila DREDGING/DESILTING,"Manila District 3,North Manila District Engineering Office,NCR",ST. GERRARD CONSTRUCTION,"North Manila District Engineering Office,NCR",DDCD,"18,076",9/25/2014,1/22/2015,1/22/2015,100
NC0214H00153,Local Infrastructure Program - Construction of Local Roads - Brgy. Martinez  - (P2.0M)  Brgy. Sto. Rosario Kanluran -  (P2.0M)  and Brgy. Sta. Ana -  (P2.5M)  All in Pateros  Metro Manila GRAVEL TO PAVED,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",FRANZCOR TRADING & CONSTRUCTION,"Metro Manila 1st District Engineering Office,NCR",RLIP,"5,850",9/24/2014,1/22/2015,1/9/2015,100
NC0214T00074,Local Infrastructure Program - Construction of Multi-Purpose Building - Near Polytechnic University of the Philippines (PUP) Campus  Parañaque City  Brgy. Sto. Niño CONSTRUCTION,"DistrictWide,Metro Manila 2nd District Engineering Office,NCR",SPRING STAR CONSTRUCTION & SUPPLY,"Metro Manila 2nd District Engineering Office,NCR",RLIP,"2,851",9/23/2014,1/5/2015,1/5/2015,100
NC0114F00054,Const/Repair/Rehab/Impvt of VILPs - Construction/Rehabilitation of Various Projects in Manila City 6th LD - Rehabilitation of Road/Drainage  Zone 59  60 and 61  Sta. Mesa CONSTRUCTION,"Manila District 6,South Manila District Engineering Office,NCR",M.V. CALDO ENGINEERING CONSTRUCTION AND SUPPLIES,"North Manila District Engineering Office,NCR",VILP,"18,199",9/22/2014,3/9/2015,8/3/2015,100
NC0114H00001,V. Mapa Street (North Bound)  Chainage 0010.10 to Chainage 0273.70; South Bound  Chainage 0786.10 to Chainage 0988.9 PAVED (CONCRETE) TO PAVED (CONCRETE),"Manila District 6,South Manila District Engineering Office,NCR",AKH CONSTRUCTION & TRADING CORP.,"North Manila District Engineering Office,NCR",UPSR,"11,919",9/22/2014,2/10/2015,2/3/2015,100
NC0114F00053,Continuity of construction/rehabilitation of drainage system along T.M. Kalaw from Ma. Orosa Streeet to Taft Avenue CONSTRUCTION,"Manila District 5,South Manila District Engineering Office,NCR",ALE BUILDERS CONSTRUCTION AND DEVELOPMENT CORP.,"South Manila District Engineering Office,NCR",FMSD,"17,268",9/16/2014,5/8/2015,5/8/2015,100
NC0114H00020,Evangelista St - Chainage   0000      -      Chainage   0427 RAISING OF GRADE WITH DRAINAGE IMPROVEMENT,"Manila District 3,North Manila District Engineering Office,NCR",FLORDES CONSTRUCTION & TRADING CORP. (FORMERLY FLO,"North Manila District Engineering Office,NCR",UPSR,"11,602",9/16/2014,2/12/2015,2/12/2015,100
NC0114H00097,Local Infrastructure Program - Rehabilitation of Roads - Cavite St.  Brgy. 363  364 and 369  Zone 37  Sta. Cruz  Manila GRAVEL TO PAVED,"DistrictWide,North Manila District Engineering Office,NCR",FLORDES CONSTRUCTION & TRADING CORP. (FORMERLY FLO,"North Manila District Engineering Office,NCR",RLIP,"6,818",9/15/2014,2/3/2015,1/31/2015,100
NC0214T00052,Local Infrastructure Program - Construction/ Completion of Southville 3 Multi-Purpose Building - Barangay Poblacion  Muntinlupa City CONSTRUCTION,"DistrictWide,Las Piñas-Muntinlupa District Engineering Office,NCR",LMG CONSTRUCTION,"Las Piñas-Muntinlupa District Engineering Office,NCR",RLIP,"7,739",9/15/2014,2/10/2015,2/10/2015,100
NC0114H00006,G Tuazon St - Chainage   0000      -      Chainage   0428 RAISING OF GRADE WITH DRAINAGE IMPROVEMENT,"Manila District 4,North Manila District Engineering Office,NCR",ST. GERRARD CONSTRUCTION,"North Manila District Engineering Office,NCR",UPSR,"16,606",9/15/2014,5/20/2015,5/11/2015,100
NC0114H00144,T. Mapua St. - Chainage 0312.7 - Chainage 1429.40 (Estero dela Reina)  Sta Cruz Manila PAVED (CONCRETE) TO PAVED (CONCRETE),"Manila District 3,North Manila District Engineering Office,NCR",FLORDES CONSTRUCTION & TRADING CORP. (FORMERLY FLO,"North Manila District Engineering Office,NCR",UPSR,"13,563",9/15/2014,2/12/2015,2/11/2015,100
NC0214H00152,Local Infrastructure Program - Construction of Local Roads - Sampaguita St.  Brgy. Pembo - (P10.0M)  Cadena de Amor St.  Brgy. Pembo -  (P4.5M)  and Maya St.  and Its Approaches  Brgy. Rizal - (P10.0M) GRAVEL TO PAVED,"DistrictWide,Metro Manila 2nd District Engineering Office,NCR",THE STEADFAST BUILDERS,"Metro Manila 2nd District Engineering Office,NCR",RLIP,"18,698",9/10/2014,3/30/2015,2/28/2015,100
NC0114H00088,M. Dela Fuente St.  -  Chainage 1366  -  Chainage 1176.30  Chainage 1366.60 - Chainage 1841.80 RAISING OF GRADE WITH DRAINAGE IMPROVEMENT,"Manila District 4,North Manila District Engineering Office,NCR",HONEYVILLE CONSTRUCTION,"North Manila District Engineering Office,NCR",UPSR,"17,703",9/9/2014,3/26/2015,3/23/2015,100
NC0114H00141,Const/Repair/Rehab/Impvt of VILPs - Construction/Rehabilitation of Various Projects in Manila City 2nd LD - Rehabilitation with drainage improvement of Biak na Bato Street and vicinity RAISING OF GRADE WITH DRAINAGE IMPROVEMENT,"Manila District 2,North Manila District Engineering Office,NCR",ALLEYWAY CONSTRUCTION,"North Manila District Engineering Office,NCR",VILP,"7,162",9/9/2014,2/12/2015,1/28/2015,100
NC0114H00142,Const/Repair/Rehab/Impvt of VILPs - Construction/Rehabilitation of Various Projects in Manila City 2nd LD - Rehabilitation with drainage improvement of Almeda Street and vicinity RAISING OF GRADE WITH DRAINAGE IMPROVEMENT,"Manila District 2,North Manila District Engineering Office,NCR",ALLEYWAY CONSTRUCTION,"North Manila District Engineering Office,NCR",VILP,"11,057",9/9/2014,2/12/2015,1/28/2015,100
NC0114F00061,Const/Repair/Rehab/Impvt of VILPs - Construction/Rehabilitation of Various Projects in Manila City 2nd LD - Rehabilitation with drainage improvement of Torres Bugallon and vicinity CONSTRUCTION,"Manila District 2,North Manila District Engineering Office,NCR",ALLEYWAY CONSTRUCTION,"North Manila District Engineering Office,NCR",VILP,"8,705",9/9/2014,1/6/2015,1/6/2015,100
NC0114F00036,Flood Control in Manila City 4th LD-Installation of 60 inches diameter RCCP to be tapped to Drainage Main Algeciras Street  Chainage 1121.20 to Chainage 1275.50 CONSTRUCTION,"Manila District 4,North Manila District Engineering Office,NCR",HONEYVILLE CONSTRUCTION,"North Manila District Engineering Office,NCR",FMSD,"8,868",9/9/2014,2/27/2015,2/27/2015,100
NC0214F00055,Construction/Rehabilitation of Flood Control in Parañaque City 1st LD - Upgrading / Box Culvert along Villanueva Creek  Schillings Lane (Villanueva Village)  Brgy. San Dionisio CONSTRUCTION,"Parañaque City I,Metro Manila 2nd District Engineering Office,NCR",N.C. AGUILAR CONST. & SUPPLY INC.,"Metro Manila 2nd District Engineering Office,NCR",FMSD,"6,417",9/8/2014,4/14/2015,4/14/2015,100
NC0214F00141,Valenzuela-Obando-Meycauayan Flood Control Project  Valenzuela - Improvement of earthdike along the left bank of Polo River  Valenzuela City OTHERS,"Valenzuela City I,Metro Manila 3rd District Engineering Office,NCR",E.R. RODRIGUEZ CONSTRUCTION,"Metro Manila 3rd District Engineering Office,NCR",FMSD,"50,000",9/7/2014,6/25/2015,6/25/2015,100
NC0314H00062,Mindanao Avenue  K0013+300 - K0015+600  with exception  K0013+300 - K0015+660  with exception & K0013+300 - K0015+600  with exception ASPHALT OVERLAY (80 MM THICK),"Quezon City 1st District,Quezon City 1st District Engineering Office,NCR",LMG CONSTRUCTION,"Quezon City 1st District Engineering Office,NCR",APSR,"11,286",9/5/2014,6/15/2015,6/15/2015,100
NC0214H00200,Repair/ Rehabilitation/ Improvement/ Construction of Pedestrian Overpass  Parañaque-Sucat Road (S03377LZ)  Sucat Interchange  Sucat  Parañaque City  K0015+600 CONSTRUCTION OF NEW BRIDGE,"Parañaque City I,Metro Manila 2nd District Engineering Office,NCR",VIVID CONSTRUCTION INC.(FORMERLY VIVID CONSTRUCTIO,"Metro Manila 2nd District Engineering Office,NCR",MVUC,"17,663",9/5/2014,4/6/2015,4/6/2015,100
NC0214F00054,Construction/Rehabilitation of Flood Control in Parañaque City 1st LD - Upgrading / Box Culvert along Villanueva Creek  Sampaguita Street (Salvador State)  Brgy. San Dionisio CONSTRUCTION,"Parañaque City I,Metro Manila 2nd District Engineering Office,NCR","NEWBIG FOUR J CONSTRUCTION INC., (FORMERLY FOUR J","Metro Manila 2nd District Engineering Office,NCR",FMSD,"8,663",9/5/2014,4/22/2015,4/22/2015,100
NC0214F00116,Flood Control Projs based on Master Plan for Metro Manila & Surrounding Areas-Manila Core Drainage Areas : Repair/Rehab/Impvt of Drainage System along East Service Road  Including Outfall from Nichols Field Road to Bicutan Interchange  Parañaque City REHA,"Parañaque City II,Metro Manila 2nd District Engineering Office,NCR",AKN CONSTRUCTION CORPORATION,"Metro Manila 2nd District Engineering Office,NCR",FMSD,"42,956",9/4/2014,9/4/2015,9/4/2015,100
NC0114H00140,Construction/Improvement/Widening/Rehabilitation of NAIA Expressway and Other Major Roads in Metro Manila  Including ROW > Improvement and Upgrading of Sen. Gil Puyat Avenue (Center Island)  Pasay City (Sta. 0+000 - Sta. 1+170) WIDENING - PAVED,"Pasay City,South Manila District Engineering Office,NCR",VIVID CONSTRUCTION INC.(FORMERLY VIVID CONSTRUCTIO,"Regional Office,NCR",WANR,"18,969",9/4/2014,7/27/2015,7/27/2015,100
NC0214F00146,KAMANAVA Flood Control Project  Raising of Riverwall along Malabon-Tullahan River from PNR to McArthur Highway (Brgy. Tinajeros-San Miguel Section) CONSTRUCTION,"Malabon City,Malabon-Navotas District Engineering Office,NCR",MRRM TRADING & CONSTRUCTION,"Malabon-Navotas District Engineering Office,NCR",FMSD,"34,933",9/4/2014,3/10/2015,2/26/2015,100
NC0214F00138,Construction of box culvert along C-5 Service Road  Barangay Western Bicutan  Taguig City CONSTRUCTION,"Taguig City,Metro Manila 1st District Engineering Office,NCR",HONEYVILLE CONSTRUCTION,"Metro Manila 1st District Engineering Office,NCR",FMSD,"17,785",9/4/2014,3/2/2015,2/13/2015,100
NC0214F00136,Construction of box culvert and rehabilitation of Pendatum Creek  Barangay Maharlika  Taguig City CONSTRUCTION,"Taguig City,Metro Manila 1st District Engineering Office,NCR",HONY TRADING & CONSTRUCTION,"Metro Manila 1st District Engineering Office,NCR",FMSD,"17,543",9/3/2014,3/29/2015,3/29/2015,100
NC0214F00134,Construction of Service Manhole and rehabilitation of existing box culvert along Pinagsama Creek  Barangay Pinagsama  Taguig City CONSTRUCTION,"Taguig City,Metro Manila 1st District Engineering Office,NCR",LMG CONSTRUCTION,"Metro Manila 1st District Engineering Office,NCR",FMSD,"15,702",9/3/2014,3/1/2015,1/28/2015,100
NC0314T00016,Local Infrastructure Program - Construction/Rehabilitation of Multi-Purpose Building - Brgy. Culiat  District 6  Quezon City  CONSTRUCTION,"DistrictWide,Quezon City 1st District Engineering Office,NCR",C & F CONSTRUCTION & DEVELOPMENT CORPORATION,"Quezon City 1st District Engineering Office,NCR",RLIP,"1,860",9/3/2014,1/30/2015,1/30/2015,100
NC0214F00142,Valenzuela-Obando-Meycauayan Flood Control Project  Valenzuela - Improvement of earthdike along Tullahan River  Sitio Pinalagad  Brgy. Malinta  Valenzuela City OTHERS,"Valenzuela City I,Metro Manila 3rd District Engineering Office,NCR",JAGONBUILD CONSTRUCTION CORP. (FOR. JAGON BUILDERS,"Metro Manila 3rd District Engineering Office,NCR",FMSD,"20,000",9/1/2014,1/29/2015,1/27/2015,100
NC0214F00128,Construction/rehabilitation of flood control in Makati City 1st LD  Drainage Improvement along Trabajo St. from J.P. Rizal towards Pasig River  District I  Makati City CONSTRUCTION,"Makati City I,Metro Manila 2nd District Engineering Office,NCR",HONEYVILLE CONSTRUCTION,"Metro Manila 2nd District Engineering Office,NCR",FMSD,"10,006",8/30/2014,12/27/2014,1/26/2015,100
NC0214F00140,Valenzuela-Obando-Meycauayan Flood Control Project  Valenzuela - Improvement of earthdike along the right bank of Polo River  Valenzuela City OTHERS,"Valenzuela City I,Metro Manila 3rd District Engineering Office,NCR",ST. GERRARD CONSTRUCTION,"Metro Manila 3rd District Engineering Office,NCR",FMSD,"50,000",8/28/2014,4/24/2015,4/24/2015,100
NC0314F00051,Rehabilitation/drainage improvement and concrete reblocking along C.P. Garcia Avenue  Quezon City CONSTRUCTION,"Quezon City 4th district,Quezon City 2nd District Engineering Office,NCR",R.E. ORLINA CONSTRUCTION CORPORATION,"Quezon City 2nd District Engineering Office,NCR",VILP,"18,000",8/28/2014,4/28/2015,4/28/2015,100
NC0214F00117,Improvement/Upgrading of Drainage Line along Lilac St.  from C-5 going to Makati-Pateros River  District II  Makati City  M.M. REHABILITATION,"Makati City II,Metro Manila 2nd District Engineering Office,NCR",FRAMECON BUILDERS,"Metro Manila 2nd District Engineering Office,NCR",FMSD,"3,954",8/27/2014,3/16/2015,3/16/2015,100
NC0314S00005,Local Infrastructure Program - Repair/Rehabilitation of 3-storey DepEd Building - Manuel L. Quezon Elementary School  MRB Compound  Brgy. Commonwealth  Quezon City CONSTRUCTION,"DistrictWide,Quezon City 1st District Engineering Office,NCR","PERSAN CONSTRUCTION, INC. (FORMERLY: PERSAN CONST.","Quezon City 1st District Engineering Office,NCR",RLIP,"2,821",8/22/2014,12/29/2014,12/29/2014,100
NC0314S00002,Local Infrastructure Program - Rehabilitation of 2-storey Quezon Bldg. @ Placido Del Mundo  Brgy. Talipapa  Quzon City CONSTRUCTION,"DistrictWide,Quezon City 1st District Engineering Office,NCR",ANJUSH BUILDERS,"Quezon City 1st District Engineering Office,NCR",RLIP,"1,890",8/22/2014,12/29/2014,12/29/2014,100
NC0314S00004,Local Infrastructure Program - Repair/Rehabilitation of 3-storey Calalay Building - Judge Juan Luna Elementary School  Juan Luna St.  Brgy. Bungad  Quezon City CONSTRUCTION,"DistrictWide,Quezon City 1st District Engineering Office,NCR","PERSAN CONSTRUCTION, INC. (FORMERLY: PERSAN CONST.","Quezon City 1st District Engineering Office,NCR",RLIP,"2,806",8/22/2014,12/29/2014,12/29/2014,100
